ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
net.sf.jasperreports.crosstabs.design.JRDesignCrosstabMeasure.setPercentageCalculatorClassName,0,0,0,0,0,0,0,0,0,2.390326318288532
net.sf.jasperreports.engine.util.JRImageLoader.getImage,0,0,0,0,1,0,0,0,0,1.4190165276557836
net.sf.jasperreports.engine.fill.JRFillElement.getPrintWhenExpression,0,0,0,0,0,0,0,0,0,2.8690398513996582
net.sf.jasperreports.engine.GeneratedIds.nextId,0,0,0,0,0,0,0,0,0,1.5684357422477557
net.sf.jasperreports.engine.fill.JRTemplatePrintElement.setY,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.engine.design.JRDesignElementDataset.JRDesignElementDataset,0,0,0,0,0,0,0,0,0,4.08
net.sf.jasperreports.engine.query.JRSqlInClause.instance,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.engine.convert.StyleFactory.getExpression,0,0,0,0,0,0,0,0,0,2.5162500000000003
net.sf.jasperreports.engine.fill.JRFillChart.getHyperlinkPage,0,0,0,0,0,0,0,0,0,2.5167518714499058
net.sf.jasperreports.engine.fill.JRSwapFileVirtualizer.dispose,0,0,0,0,0,0,0,0,0,2.472937365592455
net.sf.jasperreports.engine.fill.LRUScanMap.purge,0,0,0,0,0,0,0,0,0,3.59153864519597
net.sf.jasperreports.engine.DefaultStyleProvider.getStyles,0,0,0,0,0,0,0,0,0,1.3488208542536173
net.sf.jasperreports.engine.fill.JRVerticalFiller.addPage,0,0,0,0,0,0,0,0,0,2.696907381968761
net.sf.jasperreports.engine.fill.JRFiller.fillReport,0,0,0,0,0,0,0,0,0,1.520877542871116
net.sf.jasperreports.engine.export.oasis.TableBuilder.buildTableHeader,0,0,0,0,0,0,0,0,0,2.991585295866251
net.sf.jasperreports.engine.ParameterOverriddenResolver.getTextValueString,0,0,0,0,0,0,0,0,0,3.6975
net.sf.jasperreports.engine.xml.JRXmlTemplateWriter.writeIncludedTemplates,0,0,0,0,0,0,0,0,0,1.7336064066664891
net.sf.jasperreports.charts.fill.JRFillCategorySeries.getItemHyperlink,0,0,0,0,0,0,0,0,0,3.2330591476176647
net.sf.jasperreports.olap.mapping.MappingParser.mk_tokenSet_6,0,0,0,0,0,0,0,0,0,3.93
net.sf.jasperreports.engine.xml.JRStyleFactory.setParentStyle,0,0,0,0,0,0,0,0,0,3.0099251723712888
net.sf.jasperreports.charts.base.JRBasePiePlot.setCircular,0,0,0,0,0,0,0,0,0,2.8438145500529246
net.sf.jasperreports.engine.JRPrintImageArea.createAWTPolygon,0,0,0,0,0,0,0,0,0,1.3548998241371837
net.sf.jasperreports.charts.util.JRAxisFormat.setTickLabelMask,0,0,0,0,0,0,0,0,0,4.96
net.sf.jasperreports.charts.design.JRDesignXyzDataset.collectExpressions,0,0,0,0,0,0,0,0,0,4.1
net.sf.jasperreports.charts.base.JRBaseValueDisplay.getColor,0,0,0,0,0,0,0,0,0,3.2318142250382587
net.sf.jasperreports.olap.xmla.JRXmlaCell.getValue,0,0,0,0,0,0,0,0,0,1.48488935175691
net.sf.jasperreports.engine.fill.JRTemplateText.getPadding,0,0,0,0,0,0,0,0,0,2.6968609307954314
net.sf.jasperreports.engine.util.LineBoxWrapper.getOwnPadding,0,0,0,0,0,0,0,0,0,3.40723368764817
net.sf.jasperreports.crosstabs.base.JRBaseCrosstab.getParameters,0,0,0,1,0,0,0,0,0,0.0
net.sf.jasperreports.engine.design.events.CollectionElementRemovedEvent.getRemovedIndex,0,0,0,0,0,0,0,0,0,2.866356204161459
net.sf.jasperreports.engine.fill.StylesList.getCrosstabColumnGroup,0,0,0,0,0,0,0,0,0,3.92
net.sf.jasperreports.olap.JRMondrianQueryExecuter.createDatasource,0,0,0,0,0,0,0,0,0,2.770351038066338
net.sf.jasperreports.charts.design.JRDesignBarPlot.setCategoryAxisTickLabelMask,0,0,0,0,0,0,0,0,0,2.6605352695185522
net.sf.jasperreports.olap.JRMdxQueryExecuterFactory.supportsQueryParameterType,0,0,0,0,0,0,0,0,0,3.675
net.sf.jasperreports.engine.fill.JRRecordedValues.JRRecordedValues,0,0,0,0,0,0,0,0,0,2.535
net.sf.jasperreports.engine.design.JRDesignTextElement.setLeftBorder,0,0,0,0,0,0,0,0,0,3.6190677932011552
net.sf.jasperreports.engine.fill.JRFillContext.cancelRunningQuery,0,0,0,0,0,0,0,0,0,2.124000053835344
net.sf.jasperreports.engine.base.JRBasePrintText.setRightPadding,0,0,0,0,0,0,0,0,0,3.540272617602845
net.sf.jasperreports.engine.base.JRBaseBox.getBorder,0,0,0,0,0,0,0,0,0,3.634344250590468
net.sf.jasperreports.engine.base.JRBaseChart.getOwnTopBorderColor,0,0,0,0,0,0,0,0,0,2.784215870568319
net.sf.jasperreports.crosstabs.fill.JRFillCrosstabCell.getColumnTotalGroup,0,0,0,0,0,0,0,0,0,4.040504157218525
net.sf.jasperreports.engine.base.JRBaseFont.setFontName,0,0,0,0,0,0,0,0,0,2.554236639372623
net.sf.jasperreports.engine.fill.JRFillChart.evaluateScatterImage,0,0,0,0,0,0,0,0,0,3.0714150893587715
net.sf.jasperreports.engine.fill.JRThreadSubreportRunner.suspend,0,0,0,0,0,1,0,0,0,2.2731311273431785
net.sf.jasperreports.charts.design.JRDesignPiePlot.JRDesignPiePlot,0,0,0,0,0,0,0,0,0,4.255000000000001
net.sf.jasperreports.engine.base.JRBasePrintGraphicElement.getOwnPen,0,0,0,0,0,0,0,0,0,3.8236669940826604
net.sf.jasperreports.engine.util.DateSerializer.serialize,0,0,0,0,0,0,0,0,0,1.62
net.sf.jasperreports.engine.fill.JRFillChart.evaluateImage,0,0,0,0,0,0,0,0,0,2.050745468907029
net.sf.jasperreports.engine.base.JRBasePen.getLineWidth,0,0,0,0,0,0,0,0,0,4.090350973000088
net.sf.jasperreports.engine.base.JRBaseImage.getOwnBottomBorderColor,0,0,0,0,0,0,0,0,0,2.750977392959426
net.sf.jasperreports.engine.design.JRCompilationUnit.getName,0,0,0,0,0,0,0,0,0,2.8189656097061446
net.sf.jasperreports.engine.export.JROriginExporterFilter.getFilter,0,0,0,0,0,0,0,0,0,2.8694772017836843
net.sf.jasperreports.olap.MemberFieldMatcher.matches,0,0,0,0,0,0,0,0,0,2.749145023903675
net.sf.jasperreports.engine.base.JRBaseTextElement.setLeftBorder,0,0,0,0,0,0,0,0,0,3.6202796400547803
net.sf.jasperreports.engine.base.JRBaseChart.getEvaluationGroup,0,0,0,0,0,0,0,0,0,2.4294193231819965
net.sf.jasperreports.charts.design.JRDesignCandlestickPlot.setTimeAxisTickLabelFont,0,0,0,0,0,0,0,0,0,2.5937025530053686
net.sf.jasperreports.engine.base.ObjectIDPair.ObjectIDPair,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.engine.fill.JRDefaultNothingIncrementer.combine,0,0,0,0,0,0,0,0,0,2.3120225408446116
