ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
com.aelitis.azureus.core.dht.db.impl.DHTDBImpl.checkCacheExpiration,0,0,0,0,0,0,0,0,0,1.2541286420175806
com.aelitis.azureus.plugins.magnet.MagnetPlugin.initialize,0,0,0,0,0,0,0,0,0,1.3299237574394298
com.aelitis.azureus.plugins.net.buddy.tracker.buddyDownloadData.getString,0,0,0,0,0,0,0,0,0,2.276899329010982
com.aelitis.azureus.core.content.RelatedContentManager.contentChanged,0,0,0,0,0,0,0,0,0,2.367893379453599
com.aelitis.azureus.core.networkmanager.impl.tcp.SelectorTimeoutException.getSelector,0,0,0,0,0,0,0,0,0,1.8466666666666667
com.aelitis.azureus.plugins.dht.impl.DHTPluginImpl.DHTPluginImpl,0,0,0,0,0,0,0,0,0,2.4050001379371695
com.aelitis.azureus.plugins.net.buddy.BuddyPlugin.verifyAndExtract,0,0,0,0,0,0,0,0,0,3.0776710626209973
com.aelitis.azureus.core.util.bloom.impl.BloomFilterImpl.deserialiseFromMap,0,0,0,0,0,0,0,0,0,1.5641466298510436
com.aelitis.azureus.core.peermanager.messaging.bittorrent.BTHandshake.constructBuffer,0,1,0,0,0,0,0,0,0,1.3003435157072063
com.aelitis.azureus.ui.swt.columns.torrent.ColumnStream.preAdd,0,0,0,0,0,0,0,0,0,3.2225
com.aelitis.azureus.plugins.extseed.impl.ExternalSeedReaderImpl.reportBytesRead,0,0,0,0,0,0,0,0,0,0.5593719055330207
com.aelitis.azureus.ui.swt.imageloader.ImageLoaderRefInfo.ImageLoaderRefInfo,0,0,0,0,0,0,0,0,0,1.2833333333333334
com.aelitis.azureus.core.impl.AzureusCoreImpl.checkSleepActions,0,0,1,0,0,0,0,0,0,1.434050431585238
com.aelitis.azureus.ui.swt.views.skin.ExtraInfoProvider.UIDetached,0,0,0,0,0,0,0,0,0,1.97
com.aelitis.azureus.core.util.LaunchManager.run,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.networkmanager.impl.RawMessageImpl.getIDBytes,0,0,0,0,0,0,0,0,0,3.3745000000000003
com.aelitis.azureus.core.download.DiskManagerFileInfoURL.setSkipped,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.ui.swt.views.skin.sidebar.SideBar.runSupport,0,0,0,0,0,0,0,0,0,2.0612495521560676
com.aelitis.azureus.core.speedmanager.impl.SpeedManagerImpl.getCurrentUploadLimit,0,0,0,0,0,0,0,0,0,2.2109049690455045
com.aelitis.azureus.core.subs.impl.SubscriptionManagerImpl.shouldAutoStart,0,0,0,0,1,0,0,0,0,2.4711570760938875
com.aelitis.azureus.core.metasearch.impl.web.WebEngine.isNeedsAuth,0,0,0,0,0,0,0,0,0,0.6103446409582675
com.aelitis.azureus.ui.swt.views.skin.sidebar.SideBarEntrySWT.getMenuHackListeners,0,0,0,0,0,0,0,0,0,1.6910573139158178
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileWithCache.getFMFile,0,0,0,0,0,0,0,0,0,2.4043950396876075
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl.removeCellDisposeListener,0,0,0,0,0,0,0,0,0,1.9179049055664938
